prompt,response,instructions
"Player has 3892 hp and 17 mp. Enemy has 4226 hp and 594 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 2539 hp and 100 mp. Enemy has 4467 hp and 551 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 606 hp and 117 mp. Enemy has 539 hp and 310 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1940 hp and 20 mp. Enemy has 1742 hp and 183 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 389 hp and 78 mp. Enemy has 1355 hp and 467 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],You should use [cura spell] to heal more HP.
"Player has 365 hp and 115 mp. Enemy has 4844 hp and 60 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],You should use [cura spell] to heal more HP.
"Player has 1515 hp and 57 mp. Enemy has 3872 hp and 194 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 1300 hp and 102 mp. Enemy has 3469 hp and 306 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3625 hp and 68 mp. Enemy has 3473 hp and 238 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3825 hp and 7 mp. Enemy has 4603 hp and 712 mp. Available actions: attack, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 3347 hp and 99 mp. Enemy has 2409 hp and 443 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3891 hp and 141 mp. Enemy has 157 hp and 287 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1941 hp and 97 mp. Enemy has 4407 hp and 544 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3582 hp and 6 mp. Enemy has 1173 hp and 306 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1205 hp and 69 mp. Enemy has 3011 hp and 440 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4062 hp and 6 mp. Enemy has 1306 hp and 383 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 3918 hp and 147 mp. Enemy has 687 hp and 383 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 473 hp and 44 mp. Enemy has 2074 hp and 483 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 256 hp and 85 mp. Enemy has 880 hp and 167 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2810 hp and 96 mp. Enemy has 3717 hp and 74 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3198 hp and 139 mp. Enemy has 3200 hp and 638 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3639 hp and 63 mp. Enemy has 4798 hp and 102 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 410 hp and 124 mp. Enemy has 568 hp and 491 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2510 hp and 102 mp. Enemy has 3687 hp and 208 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4822 hp and 98 mp. Enemy has 2199 hp and 359 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3591 hp and 49 mp. Enemy has 2479 hp and 4 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3060 hp and 48 mp. Enemy has 4853 hp and 595 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 3276 hp and 74 mp. Enemy has 4175 hp and 178 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4286 hp and 121 mp. Enemy has 480 hp and 76 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2204 hp and 132 mp. Enemy has 3768 hp and 248 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3895 hp and 128 mp. Enemy has 2112 hp and 625 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 902 hp and 12 mp. Enemy has 2238 hp and 210 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 2647 hp and 61 mp. Enemy has 4820 hp and 616 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4205 hp and 133 mp. Enemy has 4608 hp and 13 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4301 hp and 103 mp. Enemy has 1716 hp and 554 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3276 hp and 17 mp. Enemy has 1975 hp and 482 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 4207 hp and 72 mp. Enemy has 2639 hp and 342 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4481 hp and 9 mp. Enemy has 2694 hp and 47 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 1365 hp and 18 mp. Enemy has 779 hp and 684 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 1390 hp and 54 mp. Enemy has 814 hp and 348 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2344 hp and 109 mp. Enemy has 1169 hp and 517 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
