prompt,response,instructions
"Player has 1457 hp and 132 mp. Enemy has 42 hp and 85 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 486 hp and 78 mp. Enemy has 1273 hp and 194 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 1376 hp and 14 mp. Enemy has 3755 hp and 88 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 4738 hp and 141 mp. Enemy has 4923 hp and 780 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2611 hp and 7 mp. Enemy has 3889 hp and 470 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 2615 hp and 114 mp. Enemy has 1085 hp and 49 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2226 hp and 45 mp. Enemy has 4006 hp and 58 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 3851 hp and 7 mp. Enemy has 3489 hp and 25 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 2678 hp and 108 mp. Enemy has 2358 hp and 760 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 496 hp and 53 mp. Enemy has 353 hp and 662 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2756 hp and 114 mp. Enemy has 1938 hp and 587 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 1238 hp and 126 mp. Enemy has 647 hp and 180 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4369 hp and 68 mp. Enemy has 4448 hp and 81 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2546 hp and 102 mp. Enemy has 430 hp and 207 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1310 hp and 146 mp. Enemy has 3792 hp and 384 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3699 hp and 8 mp. Enemy has 2111 hp and 658 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 4962 hp and 145 mp. Enemy has 1842 hp and 276 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 258 hp and 71 mp. Enemy has 370 hp and 29 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1406 hp and 90 mp. Enemy has 2653 hp and 612 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 4776 hp and 36 mp. Enemy has 2462 hp and 612 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [blizzard spell] for more damage.
"Player has 25 hp and 133 mp. Enemy has 3243 hp and 70 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],You should use [cura spell] to heal more HP.
"Player has 283 hp and 142 mp. Enemy has 2992 hp and 602 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 3359 hp and 31 mp. Enemy has 4620 hp and 239 mp. Available actions: attack, fire spell, thunder spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [thunder spell] for more damage.
"Player has 922 hp and 58 mp. Enemy has 1754 hp and 628 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3363 hp and 13 mp. Enemy has 2799 hp and 60 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 2912 hp and 129 mp. Enemy has 4979 hp and 713 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 2863 hp and 56 mp. Enemy has 2505 hp and 474 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4759 hp and 43 mp. Enemy has 4554 hp and 652 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 669 hp and 7 mp. Enemy has 690 hp and 445 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 2044 hp and 40 mp. Enemy has 1266 hp and 433 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 3380 hp and 36 mp. Enemy has 3942 hp and 250 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [blizzard spell] for more damage.
"Player has 249 hp and 70 mp. Enemy has 1287 hp and 269 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 1081 hp and 76 mp. Enemy has 2938 hp and 59 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1854 hp and 121 mp. Enemy has 3476 hp and 308 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4681 hp and 101 mp. Enemy has 2226 hp and 309 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 2311 hp and 125 mp. Enemy has 932 hp and 552 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1862 hp and 38 mp. Enemy has 2288 hp and 225 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [blizzard spell] for more damage.
"Player has 344 hp and 115 mp. Enemy has 230 hp and 9 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 506 hp and 41 mp. Enemy has 2747 hp and 617 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],You should use [cura spell] to heal more HP.
"Player has 4409 hp and 3 mp. Enemy has 1722 hp and 575 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [grenade] for more damage.
